,Address,Area,Bathrooms,Possession,Price,Project Name,Rooms,Status
2745,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
2746,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
2747,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
2748,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
2749,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
2750,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
2751,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
2752,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
2753,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
2754,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
2755,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
2756,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
2757,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
2758,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
2759,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
2760,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
2761,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
2762,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
2763,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
2764,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
2765,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
2766,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
2767,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
2768,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
2769,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
2770,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
2771,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
2772,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
2773,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
2774,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
2775,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
2776,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
2777,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
2778,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
2779,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
2780,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
2781,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
2782,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
2783,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
2784,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
2785,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
2786,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
2787,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
2788,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
2789,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
2790,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
2791,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
2792,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
2793,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
2794,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
2795,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
2796,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
2797,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
2798,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
2799,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
2800,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
2801,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
2802,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
2803,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
2804,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
2805,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
2806,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
2807,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
2808,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
2809,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
2810,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
2811,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
2812,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
2813,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
2814,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
2815,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
2816,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
2817,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
2818,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
2819,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
2820,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
2821,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
2822,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
2823,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
2824,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
2825,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
2826,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
2827,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
2828,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
2829,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
2830,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
2831,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
2832,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
2833,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
2834,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
2835,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
2836,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
2837,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
2838,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
2839,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
2840,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
2841,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
2842,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
2843,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
2844,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
2845,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
2846,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
2847,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
2848,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
2849,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
2850,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
2851,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
2852,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
2853,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
2854,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
2855,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
2856,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
2857,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
2858,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
2859,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
2860,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
2861,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
2862,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
2863,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
2864,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
2865,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
2866,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
2867,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
2868,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
2869,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
2870,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
2871,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
2872,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
2873,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
2874,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
2875,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
2876,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
2877,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
2878,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
2879,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
2880,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
2881,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
2882,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
2883,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
2884,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
2885,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
2886,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
2887,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
2888,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
2889,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
2890,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
2891,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
2892,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
2893,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
2894,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
2895,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
2896,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
2897,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
2898,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
2899,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
2900,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
2901,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
2902,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
2903,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
2904,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
2905,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
2906,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
2907,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
2908,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
2909,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
2910,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
2911,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
2912,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
2913,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
2914,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
2915,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
2916,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
2917,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
2918,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
2919,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
2920,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
2921,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
2922,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
2923,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
2924,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
2925,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
2926,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
2927,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
2928,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
2929,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
2930,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
2931,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
2932,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
2933,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
2934,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
2935,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
2936,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
2937,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
2938,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
2939,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
2940,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
2941,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
2942,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
2943,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
2944,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
2945,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
2946,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
